Restaurant Name,Category,Dish,Price
Rosmarino,Pizza,Valeriana 🌶️,"29,00 zł"
Rosmarino,Pizza,Pasta al tartufo,"39,00 zł"
Rosmarino,Focaccia,"Oliwa, rozmaryn, sól morska","21,00 zł"
Rosmarino,Focaccia,"Oliwa, czarne oliwki, pomidorki cherry, bazylia","22,00 zł"
Rosmarino,Panuozzo,Panuozzo prosciutto crudo,"33,00 zł"
Rosmarino,Panuozzo,Panuozzo trufla,"33,00 zł"
Rosmarino,Startery,Frytki belgijskie,"17,00 zł"
Rosmarino,Startery,Krążki cebulowe,"15,00 zł"
Rosmarino,Startery,Stripsy z kurczaka,"25,00 zł"
Rosmarino,Startery,Nuggetsy z kurczaka,"25,00 zł"
Rosmarino,Startery,Skrzydełka w pikantnej panierce,"27,00 zł"
Rosmarino,Startery,Zestaw 1,"40,00 zł"
Rosmarino,Startery,Zestaw 2,"68,00 zł"
Rosmarino,Startery,Zestaw 3,"75,00 zł"
Rosmarino,Startery,Zestaw dziecięcy,"30,00 zł"
MaMi Sushi,Zestawy,Chef set,"88,00 zł"
MaMi Sushi,Zestawy,Nigiri set (12 sztuk),"82,00 zł"
MaMi Sushi,Zestawy,12 set,"75,00 zł"
MaMi Sushi,Zestawy,16 set,"88,00 zł"
MaMi Sushi,Zestawy,California set (16 szt),"89,00 zł"
MaMi Sushi,Zestawy,Hosomaki set (24 szt),"66,00 zł"
MaMi Sushi,Zestawy,Futomaki set (24 szt),"123,00 zł"
MaMi Sushi,Zestawy,24 tempura set,"142,00 zł"
MaMi Sushi,Zestawy,24 set,"126,00 zł"
MaMi Sushi,Zestawy,24 grill set,"142,00 zł"
MaMi Sushi,Zestawy,32 set,"144,00 zł"
MaMi Sushi,Zestawy,42 set,"229,00 zł"
MaMi Sushi,Zestawy,60 set,"298,00 zł"
MaMi Sushi,Zestawy,38 set,"187,00 zł"
MaMi Sushi,Startery ,Sezonowe warzywa w tempurze ☘️,"28,00 zł"
MaMi Sushi,Startery ,Krewetki,"41,00 zł"
MaMi Sushi,Startery ,Fasolka edamame  ☘️,"16,00 zł"
MaMi Sushi,Startery ,Sajgonki,"19,00 zł"
MaMi Sushi,Startery ,Goma wakame ☘️,"19,00 zł"
MaMi Sushi,Startery ,Sałatka kimchi,"32,00 zł"
MaMi Sushi,Startery ,Tatar łosoś,"43,00 zł"
MaMi Sushi,Startery ,Tatar tuńczyk,"46,00 zł"
MaMi Sushi,Startery ,Gyoza,"39,00 zł"
MaMi Sushi,Ramen,Shoyu ramen,"38,00 zł"
MaMi Sushi,Ramen,Miso ramen,"39,00 zł"
MaMi Sushi,Ramen,Vege shoyu ramen ☘️,"37,00 zł"
MaMi Sushi,Zupy,Miso shiru,"17,00 zł"
MaMi Sushi,Zupy,MaMi miso,"21,00 zł"
MaMi Sushi,Zupy,Tom yum z krewetkami,"28,00 zł"
MaMi Sushi,Zupy,Tom tym z kurczakiem,"26,00 zł"
MaMi Sushi,Makarony/ Dania główne,Makaron udon,"45,00 zł"
MaMi Sushi,Nigiri,Nigiri tuńczyk,"22,00 zł"
MaMi Sushi,Nigiri,Nigiri łosoś,"20,00 zł"
MaMi Sushi,Nigiri,Nigiri Seriola,"24,00 zł"
MaMi Sushi,Nigiri,Nigiri węgorz grillowany,"29,00 zł"
MaMi Sushi,Nigiri,Nigiri kalmar w tempurze,"27,00 zł"
MaMi Sushi,Nigiri,Nigiri łosoś grillowany,"24,00 zł"
MaMi Sushi,Nigiri,Nigiri węgorz w chrupiącej panierce panko,"30,00 zł"
MaMi Sushi,Nigiri,Nigiri awokado,"19,00 zł"
MaMi Sushi,Nigiri,Nigiri tamago,"18,00 zł"
MaMi Sushi,Nigiri,Nigiri łosoś gravlax,"25,00 zł"
MaMi Sushi,Gunkan,Gunkan tatar z łososia,"31,00 zł"
MaMi Sushi,Gunkan,Gunkan tatar z tuńczyka,"33,00 zł"
MaMi Sushi,Hosomaki,Hosomaki łosoś,"23,00 zł"
MaMi Sushi,Hosomaki,Hosomaki tuńczyk,"27,00 zł"
MaMi Sushi,Hosomaki,Hosomaki krewetka w tempurze,"33,00 zł"
MaMi Sushi,Hosomaki,Hosomaki ogórek,"17,00 zł"
MaMi Sushi,Hosomaki,Hosomaki tykwa w tempurze,"18,00 zł"
MaMi Sushi,Hosomaki,Hosomaki tamago,"17,00 zł"
MaMi Sushi,Hosomaki,Hosomaki awokado,"19,00 zł"
MaMi Sushi,Hosomaki,Hosomaki szparag w tempurze,"21,00 zł"
MaMi Sushi,Hosomaki,Hosomaki łosoś w tempurze,"26,00 zł"
MaMi Sushi,Hosomaki,Hosomaki tatar z łososia,"27,00 zł"
MaMi Sushi,Hosomaki,Hosomaki banan w tempurze,"18,00 zł"
MaMi Sushi,Hosomaki,Hosomaki grillowana dowolna ryba,"26,00 zł"
MaMi Sushi,Futomaki,Futomaki  sake maki,"30,00 zł"
MaMi Sushi,Futomaki,Futomaki maguro maki,"33,00 zł"
MaMi Sushi,Futomaki,Futomaki hirame maki,"31,00 zł"
MaMi Sushi,Futomaki,Futomaki yaki maki,"33,00 zł"
MaMi Sushi,Futomaki,Futomaki unagi maki,"38,00 zł"
MaMi Sushi,Futomaki,Futomaki ebi maki,"36,00 zł"
MaMi Sushi,Futomaki,Futomaki panko maki,"37,00 zł"
MaMi Sushi,Futomaki,Futomaki yasai maki,"28,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami sashimi maki,"37,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami tatar maki,"36,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami spicy maki,"38,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami mix maki,"39,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami fresh maki,"44,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami tamago maki,"39,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami no rice maki,"44,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami almonds maki,"46,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami spider maki,"46,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami butter maki,"44,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami hotate maki,"48,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami tori maki,"36,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami tempura maki,"39,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami vege maki,"28,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami beef maki,"49,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami Kimchi maki,"46,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami meat maki,"49,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami chef maki,"49,00 zł"
MaMi Sushi,Futomaki mami,Futomaki mami ika maki,"39,00 zł"
MaMi Sushi,California,California sake roll,"27,00 zł"
MaMi Sushi,California,California tempura roll,"30,00 zł"
MaMi Sushi,California,California hirame roll,"30,00 zł"
MaMi Sushi,California,California ebi roll,"31,00 zł"
MaMi Sushi,California,California yasai roll,"29,00 zł"
MaMi Sushi,California,California maguro roll,"29,00 zł"
MaMi Sushi,California,California crispy roll,"29,00 zł"
MaMi Sushi,California mami,California mami green roll,"29,00 zł"
MaMi Sushi,California mami,California mami winter roll,"29,00 zł"
MaMi Sushi,California mami,California mami maguro tatar roll,"32,00 zł"
MaMi Sushi,California mami,California mami new rainbow roll,"32,00 zł"
MaMi Sushi,California mami,California mami mango roll,"33,00 zł"
MaMi Sushi,California mami,California mami kabayaki roll,"38,00 zł"
MaMi Sushi,California mami,California mami nago roll,"36,00 zł"
MaMi Sushi,California mami,California mami blueberry roll,"58,00 zł"
MaMi Sushi,California mami,California mami hamachi roll,"33,00 zł"
MaMi Sushi,California mami,California mami trufle roll,"38,00 zł"
MaMi Sushi,California mami,California mami gravlax roll,"40,00 zł"
MaMi Sushi,California mami,California mami gyuta roll,"40,00 zł"
MaMi Sushi,California mami,California mami sake aburi,"38,00 zł"
MaMi Sushi,California mami,California mami chef roll,"42,00 zł"
MaMi Sushi,California mami,California mami goma roll,"33,00 zł"
MaMi Sushi,California mami,California mami poke roll,"33,00 zł"
MaMi Sushi,Sashimi,Sashimi 5 sztuk,"33,00 zł"
MaMi Sushi,Sashimi,Sashimi 10 sztuk,"53,00 zł"
MaMi Sushi,Sashimi,Sashimi 15 sztuk,"71,00 zł"
MaMi Sushi,Dania Vege,Goma wakame,"19,00 zł"
MaMi Sushi,Dania Vege,Vege set 20szt,"94,00 zł"
MaMi Sushi,Dania Vege,Udon z warzywami sezonowymi,"45,00 zł"
MaMi Sushi,Vege Sushi ,Nigiri Awokado,"19,00 zł"
MaMi Sushi,Vege Sushi ,Hosomaki- Awokado,"19,00 zł"
MaMi Sushi,Vege Sushi ,Hosomaki- Szparag w tempurze,"21,00 zł"
MaMi Sushi,Vege Sushi ,Futomaki yasai maki,"28,00 zł"
MaMi Sushi,Vege Sushi ,Futomaki mami vege maki,"28,00 zł"
MaMi Sushi,Dla Dzieci,Tori Panko,"35,00 zł"
MaMi Sushi,Dla Dzieci,Hirame Panko,"40,00 zł"
MaMi Sushi,Desery,Banan w tempurze,"27,00 zł"
MaMi Sushi,Napoje,Napoje słodzone,"8,00 zł"
MaMi Sushi,Napoje,Woda,"6,00 zł"
OXBurger,Burgery z wołowiną,Burger z wołowiną no.1,"36,00 zł"
OXBurger,Burgery z wołowiną,Burger z wołowiną no.2,"38,00 zł"
OXBurger,Burgery z wołowiną,Burger z wołowiną no.3,"38,00 zł"
OXBurger,Burgery z wołowiną,Burger z wołowiną no.4,"38,00 zł"
OXBurger,Burgery z wołowiną,Burger z wołowiną no.5,"38,00 zł"
OXBurger,Burgery z wołowiną,Burger z wołowiną no.6,"38,00 zł"
OXBurger,Burgery z wołowiną,Burger z wołowiną no.7,"43,00 zł"
OXBurger,Burgery z wołowiną,Burger z wołowiną no.8,"52,00 zł"
OXBurger,Burgery z kurczakiem,Burger z kurczakiem no.1,"33,00 zł"
OXBurger,Burgery z kurczakiem,Burger z kurczakiem no.2,"33,00 zł"
OXBurger,Burgery z kurczakiem,Burger z kurczakiem no.3,"33,00 zł"
OXBurger,Burgery z szarpaną wieprzowiną,Burger z szarpaną wieprzowiną no. 1,"34,00 zł"
OXBurger,Burgery z szarpaną wieprzowiną,Burger z szarpaną wieprzowiną no. 2,"34,00 zł"
OXBurger,Burgery z szarpaną wieprzowiną,Burger z szarpaną wieprzowiną no. 3,"34,00 zł"
OXBurger,Burgery wegetariańskie,Burger wegetariański no.1,"29,00 zł"
OXBurger,Burgery wegetariańskie,Burger wegetariański no.2,"29,00 zł"
OXBurger,Stripsy z kurczaka,Stripsy 3 szt.,"19,00 zł"
OXBurger,Stripsy z kurczaka,Stripsy 5 szt.,"24,00 zł"
OXBurger,Stripsy z kurczaka,Stripsy 8 szt.,"35,00 zł"
OXBurger,Żeberka wieprzowe w BBQ,Żeberka wieprzowe w BBQ z prażona cebulą i szczypiorkiem,"39,00 zł"
OXBurger,Fryty,FRYTKI 150 G Z SOSEM SEROWYM,"25,00 zł"
OXBurger,Fryty,FRYTKI  150 G Z SOSEM SEROWYM I JALAPENO,"28,00 zł"
OXBurger,Fryty,"FRYTKI  150 G Z SZARPANĄ WIEPRZOWINĄ, SOSEM CHIPOTLE I COLESŁAWEM","35,00 zł"
OXBurger,Dodatki,FRYTKI 200 G,"16,00 zł"
OXBurger,Dodatki,FRYTKI Z BATATÓW 200 G,"17,00 zł"
OXBurger,Dodatki,KRĄŻKI  CEBULOWE 8 SZT.,"17,00 zł"
OXBurger,Dodatki,KULKI SEROWE 10 SZT.,"19,00 zł"
OXBurger,Dodatki,NACHOSY + SOS SEROWY,"15,00 zł"
OXBurger,Sosy,Sos koktajlowy,"3,00 zł"
OXBurger,Sosy,Sos aioli,"3,00 zł"
OXBurger,Sosy,Sos bbq,"3,00 zł"
OXBurger,Sosy,Sos chipotle,"3,00 zł"
OXBurger,Sosy,Sos ziołowy,"3,00 zł"
OXBurger,Sosy,Sos serowy,"5,00 zł"
OXBurger,Napoje,"Woda niegazowana 0,5l","5,00 zł"
OXBurger,Napoje,"Woda gazowana 0,5l","5,00 zł"
OXBurger,Napoje,"Sok pomarańczowy 0,33l","6,00 zł"
OXBurger,Napoje,"Sok jabłkowy 0,33l","6,00 zł"
OXBurger,Napoje,"Coca-Cola 0,5l","10,00 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Specjały,Odżachuri,"48,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Specjały,Chinkali,"26,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania z baraniną,Chinkali z baraniną i ziołami 🌶️🌱,"30,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania z baraniną,Lula kebab z baraniną 🌶️,"37,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania z baraniną,Kubdari z baraniną 🌶️🌱,"43,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Wypieki,Chaczapuri po adżarsku,"45,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Wypieki,Chaczapuri po megeralsku,"38,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Wypieki,Chaczapuri guruli,"40,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Wypieki,Lobiani,"39,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Wypieki,Kubdari 🌶️🌱,"41,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Przystawki i sałatki,Kiszonki,"18,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Przystawki i sałatki,Sałatka Gruzińska 🌱,"31,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Przystawki i sałatki,Pchali z bakłażana 🌱,"29,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Przystawki i sałatki,Rolki z bakłażana 🌱,"31,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Zupy,Charczo 🌶️🌱,"29,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Zupy,Zupa serowa z mini chinkali 🌱,"29,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania główne,Odżachuri,"48,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania główne,Wątróbka drobiowa,"38,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania główne,Kurczak po czkmerulsku,"43,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania główne,Czanachi 🌶️,"43,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania główne,Czachochbili 🌶️🌱,"43,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania z grilla,Gruziński szaszłyk,"31,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dania z grilla,Lula kebab,"31,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Desery,Baklawa,"20,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dodatki,Sos sacabelia 🌶️🌱,"8,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dodatki,Sos śmietankowo - czosnkowy,"8,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dodatki,Placek gruziński,"8,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Dodatki,Zapiekane ziemniaki z cebulą,"14,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Napoje bezalkoholowe,"Gruzińska woda gruzińska wysoko mineralizowana 0,5 l","17,90 zł"
Chinkalnia Gdańsk Wrzeszcz Restauracja Gruzińska,Napoje bezalkoholowe,"Lemoniada gruzińska 0,5 l","16,90 zł"
Kebabas,Szawarma,Szawarma,"26,00 zł"
Kebabas,Szawarma,Szawarma z sosem serowym,"26,00 zł"
Kebabas,Szawarma,Szawarma z frytkami,"26,00 zł"
Kebabas,Szawarma,Szawarma z serem,"33,00 zł"
Kebabas,Szawarma,Szawarma Kebabas,"39,00 zł"
Kebabas,Bułka,Bułka Kebabas,"35,00 zł"
Kebabas,Box,Box Kebabas,"32,00 zł"
Kebabas,Box,Box vega,"32,00 zł"
Kebabas,Przekąski,Chipsy Kebabas,"13,00 zł"
Kebabas,Przekąski,Frytki,"13,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki InstaFOOD,"46,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki Oreo z malinami,"37,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki Kinder Bueno,"35,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki Nutella,"36,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki Klonowe,"33,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejk Miesiąca,"40,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki Pistacjowe,"43,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki Malinowe,"33,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki Schokobons,"40,00 zł"
Yummy Wajdeloty,Pankejki słodkie,Pankejki Jagodowe,"32,00 zł"
Yummy Wajdeloty,Pankejki wytrawne,Pankejki Kurczak Mascarpone,"41,00 zł"
Yummy Wajdeloty,Pankejki wytrawne,Pankejki Meksykańskie,"35,00 zł"
Yummy Wajdeloty,Pankejki wytrawne,Pankejki Cheetos 🌿,"33,00 zł"
Yummy Wajdeloty,Pankejki wytrawne,Pankejki Szpinak 🌿,"34,00 zł"
Yummy Wajdeloty,Pankejki wytrawne,Pankejki Bazyliowe,"34,00 zł"
Yummy Wajdeloty,Wrapy,Spicy Wrap,"33,00 zł"
Yummy Wajdeloty,Wrapy,Wrzeszcz Wrap,"36,00 zł"
Yummy Wajdeloty,Wrapy,Ameryka wrap,"34,00 zł"
Yummy Wajdeloty,Gofry,4x Owocowy,"29,00 zł"
Yummy Wajdeloty,Gofry,4x Kinder Bueno,"31,00 zł"
Yummy Wajdeloty,Gofry,4x Cukier puder,"17,00 zł"
Yummy Wajdeloty,Gofry,4x Nutella,"31,00 zł"
Yummy Wajdeloty,Gofry,4x OREO,"28,00 zł"
Yummy Wajdeloty,Gofry,4x Pistacja,"37,00 zł"
Yummy Wajdeloty,Gofry,4x biała czekolada,"29,00 zł"
Yummy Wajdeloty,Szejki,Szejk Nutella,"23,00 zł"
Yummy Wajdeloty,Szejki,Szejk Oreo,"23,00 zł"
Yummy Wajdeloty,Szejki,Szejk Truskawka,"23,00 zł"
Yummy Wajdeloty,Szejki,Szejk Kinder bueno,"23,00 zł"
Yummy Wajdeloty,Napoje,Lemoniada,"16,00 zł"
Yummy Wajdeloty,Napoje,Cola,"8,00 zł"
Yummy Wajdeloty,Napoje,Fanta,"8,00 zł"
Yummy Wajdeloty,Napoje,Sprite,"7,00 zł"
Yummy Wajdeloty,Napoje,Sok Cappy,"8,00 zł"
Yummy Wajdeloty,Napoje,Woda niegazowana,"8,00 zł"
Yummy Wajdeloty,Napoje,Woda gazowana,"8,00 zł"
Yummy Wajdeloty,Kawy,Americano,"11,00 zł"
Yummy Wajdeloty,Kawy,Kawa z mlekiem,"11,00 zł"
Yummy Wajdeloty,Kawy,Cappucino,"10,00 zł"
Yummy Wajdeloty,Kawy,Latte słony karmel,"14,00 zł"
Yummy Wajdeloty,Kawy,Latte ciasteczkowe,"14,00 zł"
Yummy Wajdeloty,Kawy,Latte różowe,"14,00 zł"
Yummy Wajdeloty,Kawy,Latte dyniowe,"14,00 zł"
Yummy Wajdeloty,Desery,Donat czekoladowy,"10,00 zł"
Yummy Wajdeloty,Desery,Deser dnia w słoiku,"22,00 zł"
Got off grill,Burgery,Burger Klasyk,"34,00 zł"
Got off grill,Burgery,Burger Wiejski,"37,00 zł"
Got off grill,Burgery,Burger Seruś,"31,00 zł"
Got off grill,Burgery,Burger Kura,"32,00 zł"
Got off grill,Burgery,Burger Diablo,"39,00 zł"
Got off grill,Dania mięsne,Szaszłyk wieprzowy,"29,00 zł"
Got off grill,Dania z kurczaka,Skrzydełka 7szt.,"18,00 zł"
Got off grill,Dania z kurczaka,Filet Sous Vide,"26,00 zł"
Got off grill,Wrapy,Wrap kaukaski,"30,00 zł"
Got off grill,Wrapy,Wrap kurczak,"28,00 zł"
Got off grill,Dodatki,Frytki,"10,00 zł"
Got off grill,Dodatki,Krążki cebulowe,"12,00 zł"
Got off grill,Hot-dogi,Hot Dog Klasyczny,"18,00 zł"
Got off grill,Hot-dogi,Hot Dog Duński,"19,00 zł"
Got off grill,Hot-dogi,Hot Dog Włoski,"19,00 zł"
Got off grill,Hot-dogi,Hot Dog Amerykański,"20,00 zł"
Got off grill,Sosy,Sos kaukaski,"4,00 zł"
Got off grill,Sosy,Sos śmietankowy,"4,00 zł"
Got off grill,Sosy,Sos musztardowo-miodowy,"4,00 zł"
Got off grill,Napoje,"Pepsi Cola 0,33l","9,00 zł"
Got off grill,Napoje,"Pepsi Max 0,33l","9,00 zł"
Got off grill,Napoje,"7UP 0,33l","9,00 zł"
Got off grill,Napoje,"Mountain Dew 0,33l","9,00 zł"
Got off grill,Napoje,"Mirinda 0,33l","9,00 zł"
Got off grill,Napoje,"Woda niegazowana 0,5l","5,00 zł"
Got off grill,Napoje,"Woda gazowana 0,5l","5,00 zł"
Falla Gdańsk,ZESTAW LUNCHOWY,LUNCH TYGODNIA,"39,00 zł"
Falla Gdańsk,Zupy,Harira,"30,00 zł"
Falla Gdańsk,Zupy,YUM YUM,"33,00 zł"
Falla Gdańsk,Klasyka Falli,Fallafel talerz,"54,00 zł"
Falla Gdańsk,Klasyka Falli,Bakłażan z Tel Avivu,"51,00 zł"
Falla Gdańsk,Klasyka Falli,Smażony czeski ser,"47,00 zł"
Falla Gdańsk,Klasyka Falli,Smażony czeski ser vegan,"47,00 zł"
Falla Gdańsk,Klasyka Falli,Hummus mix,"63,00 zł"
Falla Gdańsk,Klasyka Falli,cudownie PISTACJOWE GNOCCHI,"50,00 zł"
Falla Gdańsk,Wrapy,Falla wrap,"37,00 zł"
Falla Gdańsk,Wrapy,Hemp wrap,"40,00 zł"
Falla Gdańsk,Wrapy,Vegap,"40,00 zł"
Falla Gdańsk,Wrapy,Kimchi wrap,"41,00 zł"
Falla Gdańsk,Wrapy,Freakin Nuggets,"44,00 zł"
Falla Gdańsk,Wrapy,WRAP DRWALA,"42,00 zł"
Falla Gdańsk,Burgery,Sir ser burger,"41,50 zł"
Falla Gdańsk,Burgery,Sir ser burger vegan,"41,50 zł"
Falla Gdańsk,Burgery,NEW Bling bling burger vegan 🌿,"38,50 zł"
Falla Gdańsk,Burgery,Ćwierćfunciak z serem vegan,"41,50 zł"
Falla Gdańsk,Burgery,Burger drwala,"42,50 zł"
Falla Gdańsk,Dodatki,Gorący chlebek pita,"4,00 zł"
Falla Gdańsk,Dodatki,Falafel (1szt.),"5,00 zł"
Falla Gdańsk,Dodatki,HUMMUS,"15,00 zł"
Falla Gdańsk,Dodatki,Frytki ziemniaczane,"16,00 zł"
Falla Gdańsk,Dodatki,on lemon owocowy,"16,00 zł"
Falla Gdańsk,Desery,Baklawa,"14,00 zł"
Falla Gdańsk,SPRING BREAKE GOODIES,CHURROSY Z MARAKESZU,"26,00 zł"
Falla Gdańsk,SPRING BREAKE GOODIES,"SZCZWIOWA, ALE TO AZJA","33,00 zł"
Falla Gdańsk,SPRING BREAKE GOODIES,KOFTA GRILL SUPREME,"60,00 zł"
Falla Gdańsk,SPRING BREAKE GOODIES,CHAAT POTATAS,"43,00 zł"
Falla Gdańsk,SPRING BREAKE GOODIES,GZIK CHURROS FIESTA,"41,00 zł"
