Restaurant Name,Category,Dish,Price
MAX Premium Burgers Forum,Sos,Green and Garlic,"3,26 zł"
MAX Premium Burgers Forum,Sos,Umami,"3,26 zł"
MAX Premium Burgers Forum,Sos,Mayonnaise,"3,26 zł"
MAX Premium Burgers Forum,Sos,Vegan mayonnaise,"3,26 zł"
MAX Premium Burgers Forum,Sos,Sweet and Sour,"3,26 zł"
MAX Premium Burgers Forum,Napoje,Coca-Cola 0.5 PET,"11,95 zł"
MAX Premium Burgers Forum,Napoje,Coca-Cola Zero 0.5 PET,"11,95 zł"
MAX Premium Burgers Forum,Napoje,Fanta 0.5 PET,"11,95 zł"
MAX Premium Burgers Forum,Napoje,Sprite 0.5 PET,"11,95 zł"
MAX Premium Burgers Forum,Napoje,Kropla Beskidu woda niegazowana ,"9,45 zł"
MAX Premium Burgers Forum,Napoje,Kropla Beskidu woda gazowana,"9,45 zł"
MAX Premium Burgers Forum,Napoje,"Orange juice, Cappy orange","9,95 zł"
MAX Premium Burgers Forum,Napoje,"Apple juice, Cappy apple","9,95 zł"
MAX Premium Burgers Forum,Napoje,Napój multiwitamina Cappy,"9,95 zł"
MAX Premium Burgers Forum,Napoje,"Premium Smoothie AVOCADO, SPINACH & MANGO","15,95 zł"
MAX Premium Burgers Forum,Napoje,"Premium Smoothie STRAWBERRY, BLUEBERRY & BANANA","15,95 zł"
MAX Premium Burgers Forum,Napoje,Premium Smoothie MANGO & PASSION,"15,95 zł"
MAX Premium Burgers Forum,Premium shakes,Premium Shake Salted Caramel & Popcorn,"15,95 zł"
MAX Premium Burgers Forum,Premium shakes,Premium Shake Green Apple & Poppin' Candy,"15,95 zł"
MAX Premium Burgers Forum,Premium shakes,Premium Shake Truskawkowy,"15,95 zł"
MAX Premium Burgers Forum,Premium shakes,Premium Shake Czekoladowy,"15,95 zł"
MAX Premium Burgers Forum,Premium shakes,Premium Shake Karmelowe Espresso,"15,95 zł"
MAX Premium Burgers Forum,Premium shakes,Premium Shake Vanilla,"15,95 zł"
MAX Premium Burgers Forum,Na słodko,Rasberry Pie,"12,45 zł"
MAX Premium Burgers Forum,Na słodko,Chocolate Lava Cake,"12,45 zł"
Pizza Park,Pizza,Ziółko,Brak danych
Pizza Park,Pizza,Grzybek,Brak danych
Pizza Park,Pizza,Różyczka,Brak danych
Pizza Park,Pizza,Listek,Brak danych
Pizza Park,Pizza,Palemka,Brak danych
Pizza Park,Pizza,Kora,Brak danych
Pizza Park,Pizza,Brzozowa,Brak danych
Pizza Park,Pizza,Klonowa BBQ Style,Brak danych
Pizza Park,Pizza,Koniczynka 🌿,Brak danych
Pizza Park,Pizza,Oliwka,Brak danych
Pizza Park,Pizza,Jarzębinka,Brak danych
Pizza Park,Pizza,Dębowa 🌶️,Brak danych
Pizza Park,Pizza,Orzeszek,Brak danych
Pizza Park,Pizza,Wrzosowa,Brak danych
Pizza Park,Pizza,Gruszka,Brak danych
Pizza Park,Pizza,Sosnowa,Brak danych
Pizza Park,Pizza,Klonowa,Brak danych
Pizza Park,Pizza,Gałązka,Brak danych
Pizza Park,Pizza,Bukowa,Brak danych
Pizza Park,Pizza,Bratek,Brak danych
Pizza Park,Pizza,Pizza Park,Brak danych
Pizza Park,Pizza,Jaśminowa,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Ziółko,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Grzybek,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Palemka,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Listek,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Różyczka,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Koniczynka,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Dębowa  Ostraaa🌶,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Gruszka,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Krzaczek,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Bukowa,Brak danych
Pizza Park,Pizza wegańska💚,Wegan Truflowa,Brak danych
Pizza Park,Napoje,Woda gazowana,"8,00 zł"
Pizza Park,Napoje,Woda niegazowana,"8,00 zł"
Pizza Park,Napoje,"Coca-Cola 0,5 l","10,00 zł"
Pizza Park,Oliwy,Oliwa,"3,50 zł"
Pizza Park,Sosy,Sos czosnkowy,"3,99 zł"
Pizza Park,Sosy,Sos pomidorowy,"3,99 zł"
Pizza Park,Sosy,Sos BBQ,"4,49 zł"
Kuchy i Qruchy,Śniadania,Śniadanie francuskie plus,"23,21 zł"
Kuchy i Qruchy,Śniadania,Croque Madame - szanowna pani na słodko,"30,21 zł"
Kuchy i Qruchy,Śniadania,Croque monsieur - szanowny pan na słono,"30,21 zł"
Kuchy i Qruchy,Śniadania,Znana wszystkim jajecznica polska z 3 jaj,"30,21 zł"
Kuchy i Qruchy,Śniadania,"Śniadanie królewskie, czyli angielskie","35,21 zł"
Kuchy i Qruchy,Śniadania,"Śniadanie amerykańskie, czyli jajka po benedyktyńsku","35,21 zł"
Kuchy i Qruchy,Napoje,Woda,"9,15 zł"
Kuchy i Qruchy,Napoje,Sok pomarańczowy,"11,15 zł"
Chicken i Kimchi,Sałatki,Edamame,"16,95 zł"
Chicken i Kimchi,Sałatki,Kimchi,"18,95 zł"
Chicken i Kimchi,Sałatki,Wakame,"18,95 zł"
Chicken i Kimchi,Zupy,Zupa doenjang,"18,95 zł"
Chicken i Kimchi,Zupy,Zupa kimchi,"20,95 zł"
Chicken i Kimchi,Przystawki,Sajgonki mięsne,"18,95 zł"
Chicken i Kimchi,Przystawki,Słodkie kulki ryżowe,"18,95 zł"
Chicken i Kimchi,Korean fried chicken,Kurczak Tongdak Yangnyeom - Skrzydełka i noga - 10szt..,"36,95 zł"
Chicken i Kimchi,Korean fried chicken,Kurczak Tongdak Soy Honey  - Skrzydełka i noga - 10szt.,"36,95 zł"
Chicken i Kimchi,Korean fried chicken,Kurczak Tongdak Sweet Chilli - Skrzydełka i noga - 10szt.,"36,95 zł"
Chicken i Kimchi,Korean fried chicken,Kurczak Tondak Yangnyeom - Udka bez kości - min. 250g,"38,95 zł"
Chicken i Kimchi,Korean fried chicken,Kurczak Tondak Soy Honey - Udka bez kości - min. 250g,"38,95 zł"
Chicken i Kimchi,Korean fried chicken,Kurczak Tondak Sweet Chilli - Udka bez kości - min. 250g,"38,95 zł"
Chicken i Kimchi,Rice bowl,Bowl Deopbap Yangnyum,"42,95 zł"
Chicken i Kimchi,Rice bowl,Bowl Deopbap Soy Honey,"42,95 zł"
Chicken i Kimchi,Rice bowl,Bowl bibimbap tradycyjny,"46,95 zł"
Chicken i Kimchi,Rice bowl,Bowl Bibimbap Wegan,"46,95 zł"
Chicken i Kimchi,Rice bowl,Bowl Cupbap Tuna Bibim-Majo,"46,95 zł"
Chicken i Kimchi,Dim sum mandu,"nr.1 - Pierożki z Kurczakiem, Kukurydzą i Krewetkami (8 sztuk)","27,95 zł"
Chicken i Kimchi,Dim sum mandu,nr.10 - Pierożki z Kurczakiem i Grzybami Shiitake (8 sztuk),"26,95 zł"
Chicken i Kimchi,Dim sum mandu,"nr.3 - Pierożki z Wieprzowiną, Porem i Świeżą Kolendrą (8 sztuk)","27,95 zł"
Chicken i Kimchi,Dim sum mandu,"nr. 11 - Pierożki z Tofu, Grzybami Mun i Makaronem (8 sztuk)","26,95 zł"
Chicken i Kimchi,Dim sum mandu,"nr.8 - Pierożki z Wołowiną, Porem i Marchewką (8 sztuk)","27,95 zł"
Chicken i Kimchi,Dim sum mandu,"nr.1 - Pierożki z Kurczakiem, Kukurydzą i Krewetkami (8 sztuk)","27,95 zł"
Chicken i Kimchi,Dim sum mandu,"nr.9 - Pierożki z Wołowiną, Kolendrą i Chilli Azjatyckim na Ostro (8 sztuk)","28,95 zł"
Chicken i Kimchi,Dim sum mandu,nr.2 - Pierożki z Wieprzowiną i Krewetkami (8 sztuk),"28,95 zł"
Chicken i Kimchi,Bokkeum,Tteok-bokki Bokkeum,"34,95 zł"
Chicken i Kimchi,Bokkeum,Tteok-bokki Bokkeum z dodatki Odeng,"38,95 zł"
Kebab Grill,Rollo kebab,Rollo średnie,Brak danych
Kebab Grill,Rollo kebab,Rollo z frytkami,Brak danych
Kebab Grill,Rollo kebab,Rollo greckie,Brak danych
Kebab Grill,Rollo kebab,Rollo z serem,Brak danych
Kebab Grill,Rollo kebab,Rollo duże,Brak danych
Kebab Grill,Rollo kebab,Rollo z samym mięsem,Brak danych
Kebab Grill,Rollo kebab,Rollo mega,Brak danych
Kebab Grill,Box,Box z frytkami,Brak danych
Kebab Grill,Box,Box z surówkami,Brak danych
Kebab Grill,Box,Box z frytkami i surówkami,Brak danych
Kebab Grill,Box,Box z samym mięsem,Brak danych
Kebab Grill,Dania wegetariańskie,Rollo falafel,Brak danych
Kebab Grill,Dania wegetariańskie,Rollo hallumi,Brak danych
Kebab Grill,Dania wegetariańskie,Rollo z serem i surówkami,Brak danych
Kebab Grill,Dania wegetariańskie,Bułka falafel,Brak danych
Kebab Grill,Talerz,Talerz z kurczakiem,Brak danych
Kebab Grill,Talerz,Talerz z wołowiną,Brak danych
Kebab Grill,Talerz,Talerz falafel,Brak danych
Kebab Grill,Bułka,Bułka kurczak,Brak danych
Kebab Grill,Bułka,Bułka wołowina,Brak danych
Kebab Grill,Bułka,Bułka z frytkami,Brak danych
Kebab Grill,Bułka,Bułka z frytkami i surówkami,Brak danych
Kebab Grill,Bułka,Bułka z serem i mięsem,Brak danych
Kebab Grill,Bułka,Bułka z samym mięsem,Brak danych
Kebab Grill,Frytki,Małe,Brak danych
Kebab Grill,Frytki,Duże,Brak danych
Kebab Grill,Frytki,Nuggetsy i frytki,Brak danych
Kebab Grill,Dodatki,Ser,Brak danych
Kebab Grill,Dodatki,Oliwki,Brak danych
Kebab Grill,Dodatki,Feta,Brak danych
Kebab Grill,Dodatki,Mięso,Brak danych
Haos - Gdańsk,Przystawki,Spring Rolls z warzywami,"23,00 zł"
Haos - Gdańsk,Przystawki,Spring Rolls z kurczakiem,"25,00 zł"
Haos - Gdańsk,Przystawki,Crispy calmari,"29,00 zł"
Haos - Gdańsk,Przystawki,Kimchi (spicy),"19,00 zł"
Haos - Gdańsk,Przystawki,Dim Sum,"25,00 zł"
Haos - Gdańsk,Przystawki,Dim Sum z krewetkami i wieprzowiną,"28,00 zł"
Haos - Gdańsk,Przystawki,Wakame (vege),"20,00 zł"
Haos - Gdańsk,Przystawki,Tempura Shrimps,"31,00 zł"
Haos - Gdańsk,Zupy,Wonton,"22,00 zł"
Haos - Gdańsk,Zupy,Tom kha z tofu (less spicy),"30,00 zł"
Haos - Gdańsk,Zupy,Tom kha z kurczakiem (less spicy),"30,00 zł"
Haos - Gdańsk,Zupy,Tom kha z krewetkami (less spicy),"33,00 zł"
Haos - Gdańsk,Zupy,Tom yum z kurczakiem (HOT),"28,00 zł"
Haos - Gdańsk,Zupy,Tom yum z krewetkami (HOT),"31,00 zł"
Haos - Gdańsk,Zupy,Tom yum z tofu (HOT),"28,00 zł"
Haos - Gdańsk,Sałatki,Tajpej (spicy),"40,00 zł"
Haos - Gdańsk,Sałatki,Katmandu  z kurczakiem (spicy),"38,00 zł"
Haos - Gdańsk,Sałatki,Katmandu z wołowiną (spicy),"42,00 zł"
Haos - Gdańsk,Dania dla dzieci,Kurczaczek panko,"29,00 zł"
Haos - Gdańsk,Dania główne,Chili basil,"42,00 zł"
Haos - Gdańsk,Dania główne,Chili basil z krewetkami,"52,00 zł"
Haos - Gdańsk,Dania główne,Red curry,"43,00 zł"
Haos - Gdańsk,Dania główne,Red curry z krewetkami,"51,00 zł"
Haos - Gdańsk,Dania główne,Green curry (HOT),"43,00 zł"
Haos - Gdańsk,Dania główne,Green curry z krewetkami (HOT),"51,00 zł"
Haos - Gdańsk,Dania główne,Yellow curry,"43,00 zł"
Haos - Gdańsk,Dania główne,Yellow curry z krewetkami,"51,00 zł"
Haos - Gdańsk,Dania główne,Pad thai,"43,00 zł"
Haos - Gdańsk,Dania główne,Pad thai z krewetkami,"50,00 zł"
Haos - Gdańsk,Dania główne,Panang curry,"43,00 zł"
Haos - Gdańsk,Dania główne,Panang curry z krewetkami,"51,00 zł"
Haos - Gdańsk,Dania główne,Udon,"45,00 zł"
Haos - Gdańsk,Dania główne,Dakgalbi (spicy),"44,00 zł"
Haos - Gdańsk,Dania główne,Sexy duck (spicy),"53,00 zł"
Haos - Gdańsk,Dania główne,Pakchoi (less spicy),"40,00 zł"
Haos - Gdańsk,Dania główne,Soya wok (HOT),"50,00 zł"
Haos - Gdańsk,Dania główne,Butter chicken,"42,00 zł"
Haos - Gdańsk,Dania główne,Tikka masala (spicy),"45,00 zł"
Haos - Gdańsk,Dania główne,Chicken Cashew (spicy),"47,00 zł"
Haos - Gdańsk,Dania główne,Kung fu shrimps,"52,00 zł"
Haos - Gdańsk,Dania główne,Garlic beef,"53,00 zł"
Haos - Gdańsk,Dania główne,Bulgogi,"53,00 zł"
Haos - Gdańsk,Dania główne,Bibimbap,"50,00 zł"
Haos - Gdańsk,Dania główne,Pad ke mao,"43,00 zł"
Haos - Gdańsk,Dodatki,Ryż jaśminowy,"10,00 zł"
Haos - Gdańsk,Dodatki,Ryz basmati,"11,00 zł"
Haos - Gdańsk,Dodatki,Makaron ryżowy,"11,00 zł"
Haos - Gdańsk,Dodatki,Makaron sojowy,"11,00 zł"
Haos - Gdańsk,Desery,Lovely banana,"28,00 zł"
Pizza Hut - Metropolia,PROMOCJE,ZAPIEKARON CHEESY MARGHERITA,"25,26 zł"
Pizza Hut - Metropolia,PROMOCJE,PIZZA DLA DWOJGA,"24,99 zł"
Pizza Hut - Metropolia,PROMOCJE,Relax Deal Margherita,"69,99 zł"
Pizza Hut - Metropolia,PROMOCJE,COOL DEAL DLA 2 OSÓB,"49,99 zł"
Pizza Hut - Metropolia,PROMOCJE,PARTY DEAL DLA 3 OSÓB,"69,99 zł"
Pizza Hut - Metropolia,PROMOCJE,CHILL DEAL DLA 3 OSÓB,"64,99 zł"
Pizza Hut - Metropolia,PROMOCJE Srednia,PIZZA PEPPERONI,"46,99 zł"
Pizza Hut - Metropolia,PROMOCJE Duza,PIZZA PEPPERONI,"55,99 zł"
Pizza Hut - Metropolia,MELTS,MELTS MEAT THE CHEESE,"25,99 zł"
Pizza Hut - Metropolia,MELTS,MELTS PEPPERONI,"21,99 zł"
Pizza Hut - Metropolia,MELTS,MELTS KURCZAK ORIENTALNY,"21,99 zł"
Pizza Hut - Metropolia,MELTS,MELTS KURCZAK BBQ,"23,99 zł"
Pizza Hut - Metropolia,MELTS,MELTS VEGE,"23,99 zł"
Pizza Hut - Metropolia,MELTS,ZESTAW MELTS,"31,99 zł"
Pizza Hut - Metropolia,BOXY,TWÓJ BOX,"32,26 zł"
Pizza Hut - Metropolia,BOXY,TWÓJ BOX - DOWOLNY SMAK PIZZY,"37,26 zł"
Pizza Hut - Metropolia,BOXY,WASZ BOX,"43,26 zł"
Pizza Hut - Metropolia,BOXY,WASZ BOX - DOWOLNY SMAK PIZZY,"50,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,Relax Deal Margherita,"69,99 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,RELAX DEAL DOWOLNY SMAK,"79,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON CHEESY MARGHERITA,"25,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON VEGE MANIA,"33,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON CZOSNKOWY,"28,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON PEPPERONI,"28,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON FARMERSKI,"33,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON SUPER SUPREME,"35,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON CHEESY MARGHERITA W ZESTAWIE,"30,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON PEPPERONI W ZESTAWIE,"33,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON CZOSNKOWY W ZESTAWIE,"33,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON FARMERSKI W ZESTAWIE,"38,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON VEGE MANIA W ZESTAWIE,"38,26 zł"
Pizza Hut - Metropolia,ZAPIEKARONY,ZAPIEKARON SUPER SUPREME W ZESTAWIE,"40,26 zł"
Pizza Hut - Metropolia,PIZZA 20% TANIEJ Srednia,PIZZA PEPPERONI 20% TANIEJ,"37,59 zł"
Pizza Hut - Metropolia,PIZZA 20% TANIEJ Srednia,PIZZA HOT PEPPERONI 20% TANIEJ,"41,59 zł"
Pizza Hut - Metropolia,PIZZA 20% TANIEJ Srednia,PIZZA OSTRY KURCZAK 20% TANIEJ,"41,59 zł"
Pizza Hut - Metropolia,PIZZA 20% TANIEJ Duza,PIZZA PEPPERONI 20% TANIEJ,"44,79 zł"
Pizza Hut - Metropolia,PIZZA 20% TANIEJ Duza,PIZZA HOT PEPPERONI 20% TANIEJ,"49,59 zł"
Pizza Hut - Metropolia,PIZZA 20% TANIEJ Duza,PIZZA OSTRY KURCZAK 20% TANIEJ,"49,59 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA MARGHERITA,"37,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA PEPPERONI,"46,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA CLASSICA,"46,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA KURCZAK,"46,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA SWEET PEPPERONI,"46,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA AMERICANA,"46,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA OSTRY KURCZAK,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA GRECKA,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA HAWAJSKA,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA SEROWA,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA FARMERSKA,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA TEKSAS,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA MEAT LOVER,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA HOT PEPPERONI,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA CAPRICCIOSA,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA SUPREME,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA KEBAB,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA BBQ BEKON,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA VEGE FALAFEL,"51,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA CARBONARA,"56,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA VEGE MANIA,"56,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA MIĘSNA,"56,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA EUROPEJSKA,"56,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA PROSCIUTTO E RUCOLA,"56,99 zł"
Pizza Hut - Metropolia,PIZZA Srednia,PIZZA SUPER SUPREME,"56,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA MARGHERITA,"46,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA PEPPERONI,"55,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA CLASSICA,"55,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA KURCZAK,"55,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA SWEET PEPPERONI,"55,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA AMERICANA,"55,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA OSTRY KURCZAK,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA GRECKA,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA HAWAJSKA,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA SEROWA,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA FARMERSKA,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA TEKSAS,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA MEAT LOVER,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA HOT PEPPERONI,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA CAPRICCIOSA,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA SUPREME,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA KEBAB,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA BBQ BEKON,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA VEGE FALAFEL,"61,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA CARBONARA,"67,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA VEGE MANIA,"67,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA MIĘSNA,"67,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA EUROPEJSKA,"67,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA PROSCIUTTO E RUCOLA,"67,99 zł"
Pizza Hut - Metropolia,PIZZA Duza,PIZZA SUPER SUPREME,"67,99 zł"
Pizza Hut - Metropolia,SOSY,SOS CZOSNKOWY,"2,49 zł"
Pizza Hut - Metropolia,SOSY,SOS POMIDOROWY,"2,49 zł"
Pizza Hut - Metropolia,SOSY,SOS BBQ,"2,49 zł"
Pizza Hut - Metropolia,SOSY,SOS CZOSNKOWY XXL,"3,99 zł"
Pizza Hut - Metropolia,SOSY,ZESTAW TRZECH SOSÓW,"5,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,SNACK DEAL Z ROLSAMI,"11,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,SNACK DEAL ZE SKRZYDEŁKAMI Z KURCZAKA,"11,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,SNACK DEAL Z PIECZYWEM CZOSNKOWYM,"9,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,ŁÓDECZKI ZIEMNIACZANE,"9,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,7 SZT. SKRZYDEŁEK,"24,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,ROLSY Z SZYNKĄ,"19,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,VEGE FALAFELKI,"12,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE POTRÓJNIE SEROWE,"11,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE TEKSAS,"11,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE GRECKIE,"11,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE PEPPERONI,"11,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE,"11,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE POTRÓJNIE SEROWE,"17,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE Z SEREM,"14,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE PEPPERONI,"17,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE TEKSAS,"17,99 zł"
Pizza Hut - Metropolia,PRZYSTAWKI,PIECZYWO CZOSNKOWE GRECKIE,"17,99 zł"
Pizza Hut - Metropolia,NAPOJE,Lech Free Lager w super cenie,"5,00 zł"
Pizza Hut - Metropolia,NAPOJE,Lech Free Lime Mint w super cenie,"5,00 zł"
Pizza Hut - Metropolia,NAPOJE,"WODA NIEGAZOWANA 0,5L","8,99 zł"
Pizza Hut - Metropolia,NAPOJE,"WODA GAZOWANA 0,5L","8,99 zł"
Pizza Hut - Metropolia,NAPOJE,"PEPSI PUSZKA 0,33L","8,99 zł"
Pizza Hut - Metropolia,NAPOJE,"PEPSI ZERO CUKRU PUSZKA 0,33L","8,99 zł"
Pizza Hut - Metropolia,NAPOJE,"MIRINDA PUSZKA 0,33L","8,99 zł"
Pizza Hut - Metropolia,NAPOJE,"7UP PUSZKA 0,33L","8,99 zł"
Pizza Hut - Metropolia,NAPOJE,"PEPSI 0,85L","9,99 zł"
Pizza Hut - Metropolia,NAPOJE,"PEPSI ZERO CUKRU 0,85L","9,99 zł"
Pizza Hut - Metropolia,NAPOJE,"7UP 0,85L","9,99 zł"
Pizza Hut - Metropolia,NAPOJE,"MIRINDA 0,85L","9,99 zł"
Pizza Hut - Metropolia,NAPOJE,SOK JABŁKOWY 1L,"9,99 zł"
Pizza Hut - Metropolia,NAPOJE,SOK POMARAŃCZOWY 1L,"9,99 zł"
Pizza Hut - Metropolia,NAPOJE,"ŚWIEŻA, DOMOWA LEMONIADA 0,3L","12,24 zł"
Pizza Hut - Metropolia,LODY I DESERY,BEN&JERRY’S COOKIE DOUGH 100 ML,"10,99 zł"
Pizza Hut - Metropolia,LODY I DESERY,BEN&JERRY’S CHOCOLATE FUDGE BROWNIE 100ML,"10,99 zł"
Pizza Hut - Metropolia,LODY I DESERY,BEN&JERRY’S CHOCOLATE FUDGE BROWNIE 465ML,"27,99 zł"
Pizza Hut - Metropolia,LODY I DESERY,BEN&JERRY’S NETFLIX & CHILLL’D 465 ML,"27,99 zł"
Pizza Hut - Metropolia,LODY I DESERY,BEN&JERRY’S COOKIE DOUGH 465 ML,"27,99 zł"
Pizza Hut - Metropolia,LODY I DESERY,BEN&JERRY’S STRAWBERRY CHEESECAKE 465 ML,"27,99 zł"
Pizza Hut - Metropolia,LODY I DESERY,LAVA CAKE,"19,26 zł"
Rosmarino,Pizza,Margherita 🌿,"24,00 zł"
Rosmarino,Pizza,Funghi 🌿,"26,00 zł"
Rosmarino,Pizza,Capricciosa,"29,00 zł"
Rosmarino,Pizza,Hawajska,"28,00 zł"
Rosmarino,Pizza,Pomodoro,"31,00 zł"
Rosmarino,Pizza,Salami Napoli,"28,00 zł"
Rosmarino,Pizza,Salami picante 🌶️,"32,00 zł"
Rosmarino,Pizza,Valeriana,"29,00 zł"
Rosmarino,Pizza,Diavolo 🌶️,"37,00 zł"
Rosmarino,Pizza,Lucifero 🌶️,"39,00 zł"
Rosmarino,Pizza,N'duja,"35,00 zł"
Rosmarino,Pizza,Jalapeño 🌶️,"34,00 zł"
Rosmarino,Pizza,Gorgonzola i gruszka 🌿,"35,00 zł"
Rosmarino,Pizza,Szefa,"32,00 zł"
Rosmarino,Pizza,Prosciutto crudo,"38,00 zł"
Rosmarino,Pizza,Io. Tuna,"29,00 zł"
Rosmarino,Pizza,Con l'uovo,"35,00 zł"
Rosmarino,Pizza,Carbonara,"34,00 zł"
Rosmarino,Pizza,Quatro fromaggi 🌿,"38,00 zł"
Rosmarino,Pizza,Quatro prosciutto,"38,00 zł"
